tagA:STRING|dateA:DATE|tagB:STRING|dateB:DATE|maxKnowsLimit:INT
Imperial_Bedroom|2012-12-27|Javier_Frana|2011-03-10|6
Black_Tie_White_Noise|2012-12-30|No_Way_to_Say|2010-12-30|4
Bob_Geldof|2012-12-08|Hot_n_Cold|2010-05-27|5
God_in_Me|2012-12-22|Voices_in_the_Wilderness|2011-11-29|5
No_Way_to_Say|2012-12-31|You_Took_the_Words_Right_Out_of_My_Mouth|2010-06-03|3
Transatlanticism|2012-12-27|Beatles_for_Sale|2010-10-12|6
Slovenia|2012-09-23|Lee_Hyung-taik|2011-02-09|6
Dry_Kids:_B-Sides_1997–2005|2012-12-03|Republic_of_New_Granada|2010-03-13|5
Moving_Violation|2012-12-26|Preflyte|2010-04-06|4
Hot_n_Cold|2012-12-25|Locked_Out|2011-01-24|3
Rule/Sparkle|2012-12-29|Cosmic_Egg|2010-06-16|6
Something_to_Remember|2012-12-31|MantaRay|2010-06-16|4
Linda_Ronstadt|2012-11-28|Beyond_My_Control|2011-04-14|4
Bob_Geldof|2012-12-08|Untitled_Korn_album|2010-07-16|3
Skin_and_Bones|2012-12-29|A.D.I.D.A.S.|2010-09-10|4
Gold_Cobra|2012-12-26|Jack_Kerouac|2010-02-24|3
MantaRay|2012-12-29|WOW_Hits_2008|2011-04-14|3
Elvis_Presley|2012-10-19|Jacques_Chirac|2010-02-23|6
Locked_Out|2012-12-23|Pieces_of_a_Man|2010-01-31|4
Jerry_Lee_Lewis|2012-11-05|A.D.I.D.A.S.|2010-09-10|6
No_Way_to_Say|2012-12-31|Glee:_The_Music,_Volume_6|2011-11-07|4
Jerry_Lee_Lewis|2012-11-05|Jeff_Kennett|2010-11-24|5
Seventh_Star|2012-12-30|Shepherd_Moons|2010-06-07|6
Peter_of_Castile|2012-10-08|Rani_Mukerji|2011-08-12|5
Aga_Khan_IV|2012-12-27|Fitzgerald_and_Pass..._Again|2010-05-27|4
Something_to_Remember|2012-12-31|Hot_n_Cold|2010-05-27|4
Transatlanticism|2012-12-27|Jerry_Lee_Lewis|2010-01-19|4
Something_to_Remember|2012-12-31|Beyond_My_Control|2011-04-14|5
Houses_of_the_Holy|2012-12-27|Catfights_and_Spotlights|2010-07-22|4
Something_to_Remember|2012-12-31|Disco_Duck|2010-06-09|5
Broken_Heels|2012-12-31|Hot_n_Cold|2010-05-27|4
Italo_Calvino|2012-12-19|I_Can_Hear_Music|2010-07-01|3
Dancing_Undercover|2012-12-30|I_Can_Hear_Music|2010-07-01|6
Jacques_Chirac|2012-10-23|Bulgaria|2010-02-24|3
World_of_Our_Own|2012-12-27|Dancing_Undercover|2010-10-12|6
Beyond_My_Control|2012-12-31|Rani_Mukerji|2011-08-12|5
Preflyte|2012-12-28|Party_in_the_U.S.A.|2010-04-06|6
