tagA:STRING|dateA:DATE|tagB:STRING|dateB:DATE|maxKnowsLimit:INT
Luís_Figo|2010-09-30|Italy|2011-02-02|5
John_Rhys-Davies|2012-04-20|Jerry_Lee_Lewis|2012-09-15|5
John_Rhys-Davies|2012-04-21|Jerry_Lee_Lewis|2012-09-15|6
Carl_Gustaf_Emil_Mannerheim|2011-12-12|Abraham_Lincoln|2012-12-12|4
Luiz_Inácio_Lula_da_Silva|2010-04-07|Leonard_Bernstein|2012-12-17|4
Luiz_Inácio_Lula_da_Silva|2010-04-07|Thailand|2012-12-14|5
Shapur_II|2010-10-11|France|2012-05-08|4
Shapur_II|2010-10-12|France|2012-05-08|5
Peter_Hain|2011-10-11|Katharine_Hepburn|2011-10-12|4
Peter_Hain|2011-10-12|Katharine_Hepburn|2011-10-12|5
Paradorn_Srichaphan|2012-02-20|Bulgaria|2011-02-02|3
Paradorn_Srichaphan|2012-02-21|Bulgaria|2011-02-02|4
